Time;Roll;Pitch;Yaw;Depth;Voltage;HoldDepth;HoldHeading;Manual;Humidity;Temperature;CameraTilt;LightLevel;PowerLevel;WaterTemperature;lat;lng
11:34:02;0,87;0,62;-124,2;-0,1;12;0;0;Manual;51;40;0;0;40;33;16,0544;108,2022
11:34:03;0,87;0,62;-124,2;-0,1;12;0;0;Manual;51;40;0;0;40;33
11:34:04;1,86;0,6;-124,21;-0,1;12;0;0;Manual;51;40;0;0;40;33
11:34:05;1,86;0,59;-124,18;-0,1;12;0;0;Manual;51;40;0;0;40;33
11:34:06;2,85;0,6;-124,21;-0,1;12;0;0;Manual;51;40;0;0;40;33
11:34:07;2,84;0,56;-124,2;-0,1;12;0;0;Manual;51;40;0;0;40;33
11:34:08;3,85;0,51;-124,21;-0,1;12;0;0;Manual;51;40;0;0;40;33
11:34:09;3,85;0,53;-124,23;-0,1;12;0;0;Manual;51;40;0;0;40;33
11:34:10;4,86;0,58;-124,22;-0,1;12;0;0;Manual;51;40;0;0;40;33
11:34:11;4,86;0,62;-124,2;-0,1;12;0;0;Manual;51;40;0;0;40;33
11:34:12;5,85;0,55;-124,18;-0,1;12;0;0;Manual;51;40;0;0;40;33
11:34:13;5,85;0,55;-124,18;-0,1;12;0;0;Manual;51;40;0;0;40;33
11:34:14;6,84;0,58;-124,17;-0,1;12;0;0;Manual;51;40;0;0;40;33
11:34:15;6,86;0,53;-124,16;-0,1;12;0;0;Manual;51;40;0;0;40;33
11:34:16;7,86;0,58;-124,17;-0,1;12;0;0;Manual;51;40;0;0;40;33
11:34:17;7,87;0,55;-124,22;-0,1;12;0;0;Manual;51;40;0;0;40;33
11:34:18;8,86;0,51;-124,22;-0,1;12;0;0;Manual;51;40;0;0;40;33
11:34:19;8,85;0,54;-124,19;-0,1;12;0;0;Manual;51;40;0;0;40;33
11:34:20;9,84;0,58;-124,25;-0,1;12;0;0;Manual;51;40;0;0;40;33
11:34:21;9,85;0,57;-124,35;-0,1;12;0;0;Manual;51;40;0;0;40;33
11:34:22;10,85;0,6;-124,4;-0,1;12;0;0;Manual;51;40;0;0;40;33
11:34:23;10,86;0,55;-124,52;-0,1;12;0;0;Manual;51;40;0;0;40;33
11:34:24;11,85;0,53;-124,6;-0,1;12;0;0;Manual;51;40;0;0;40;33
11:34:25;12,85;0,58;-124,61;-0,1;12;0;0;Manual;51;40;0;0;40;33
11:34:26;13,86;0,59;-124,64;-0,1;12;0;0;Manual;51;40;0;0;40;33
11:34:27;14,84;0,55;-124,71;-0,1;12;0;0;Manual;51;40;0;0;40;33
11:34:28;15,85;0,58;-124,76;-0,1;12;0;0;Manual;51;40;0;0;50;33
11:34:29;16,85;0,58;-124,76;-0,1;12;0;0;Manual;51;40;0;0;50;33
11:34:30;17,84;0,52;-124,91;-0,1;12;0;0;HeadingHold;51;40;0;0;50;33
11:34:31;18,84;0,54;-124,93;-0,1;12;0;HeadingHold;HeadingHold;51;40;0;0;50;33
11:34:32;19,83;0,61;-124,93;-0,1;12;0;HeadingHold;Manual;51;40;0;0;50;33
11:34:33;20,83;0,63;-124,86;-0,1;12;0;0;Manual;51;40;0;0;50;33
11:34:34;21,84;0,6;-124,83;-0,1;12;DepthHold;0;DepthHold;51;40;0;0;50;33
11:34:35;22,85;0,64;-124,82;-0,1;12;DepthHold;0;DepthHold;51;40;0;0;50;33
